basename,label,ra,dec,snr,resource,dataset
spec-1853-53566-0179,A,244.45593,21.335926,20.12272,sdss,train
spec-4279-55508-0405,A,356.54539,2.4658692,11.41615,sdss,train
spec-3205-54848-0191,A,109.27905,39.820065,60.07851,sdss,train
spec-1340-52781-0057,A,250.85039,31.632414,24.8486,sdss,train
spec-2476-53826-0443,A,198.55521,17.866007,48.86576,sdss,train
spec-2727-54414-0225,A,105.26815,12.010492,50.73526,sdss,train
spec-3287-54941-0143,A,155.01636,42.21388,18.4956,sdss,train
spec-1486-52993-0243,A,352.92584,-1.249754,36.13662,sdss,train
spec-3263-54887-0056,A,163.67828,27.235043,23.51772,sdss,train
spec-2080-53350-0323,A,117.55434,16.523577,47.0617,sdss,train
spec-4779-55656-0687,A,220.44478,5.7973053,15.67289,sdss,train
spec-1045-52725-0028,A,216.41328,50.736522,33.87927,sdss,train
spec-3145-54801-0559,A,353.6484,-9.2908016,84.41194,sdss,train
spec-0973-52426-0058,A,256.06832,31.598311,41.47755,sdss,train
spec-0688-52203-0487,A,5.8961435,0.46041996,41.32011,sdss,train
spec-3324-54943-0124,A,153.24657,53.011297,17.88664,sdss,train
spec-0535-51999-0290,A,216.73184,1.0789448,10.74206,sdss,train
spec-6196-56189-0642,A,8.12643300000002,13.144525,20.10796,sdss,train
spec-1327-52781-0065,A,220.09318,51.692159,36.4031,sdss,train
spec-2592-54178-0158,A,157.98099,15.595465,28.10748,sdss,train
spec-3943-55336-0081,A,235.4384,20.204248,10.91081,sdss,train
spec-2056-53463-0452,A,120.69034,6.783601,28.52961,sdss,train
spec-0342-51691-0139,A,236.88232,-0.96101233,33.70967,sdss,train
spec-10275-58467-0764,A,180.3699,34.109081,22.91074,sdss,train
spec-0888-52339-0475,A,114.41277,27.899911,31.8706,sdss,train
spec-2308-54379-0116,A,333.31986,6.03521,22.97944,sdss,train
spec-2701-54154-0346,A,111.91074,41.347057,29.48823,sdss,train
spec-1912-53293-0455,A,5.971552,-8.922192,31.74491,sdss,train
spec-0767-52252-0414,A,141.53,52.908519,27.58418,sdss,train
spec-2076-53442-0597,A,122.12536,7.006808,22.01707,sdss,train
spec-1263-52708-0229,A,116.16961,19.385559,15.78469,sdss,train
spec-1295-52934-0169,A,122.85859,5.5779638,21.16186,sdss,train
spec-8220-57432-0554,A,184.604,53.156403,11.34802,sdss,train
spec-1293-52765-0044,A,232.3241,37.978555,33.57117,sdss,train
spec-1895-53242-0370,A,354.97352,15.670586,10.8269,sdss,train
spec-3457-54984-0562,A,253.50067,35.236801,10.37925,sdss,train
spec-2340-53733-0442,A,48.029275,5.947356,27.67507,sdss,train
spec-2817-54627-0564,A,253.48095,13.212299,28.14155,sdss,train
spec-3310-54919-0381,A,208.73285,19.053294,16.485,sdss,train
spec-1253-52974-0257,A,64.866896,31.916962,43.51121,sdss,train
spec-2676-54179-0161,A,101.42681,27.806614,55.09137,sdss,train
spec-3657-55244-0084,A,113.25799,38.333271,18.18116,sdss,train
spec-6197-56191-0954,A,10.696988,15.637023,34.6361,sdss,train
spec-0780-52370-0483,A,187.35583,63.00869,30.16276,sdss,train
spec-3298-54924-0076,A,244.59721,5.5330639,21.07693,sdss,train
spec-2186-54327-0095,A,241.82537,4.828387,39.18776,sdss,train
spec-1894-53240-0523,A,355.97805,16.06593,43.02853,sdss,train
spec-2383-53800-0319,A,143.79274,62.036034,53.7962,sdss,train
spec-1441-53083-0208,A,170.20708,45.552984,25.31615,sdss,train
spec-2160-53885-0566,A,231.76993,26.266255,16.86306,sdss,train
spec-2378-53759-0206,A,43.172617,32.91733,35.54763,sdss,train
spec-2369-53733-0120,A,145.56782,17.169697,25.25442,sdss,train
spec-2729-54419-0164,A,118.01958,17.568378,31.73675,sdss,train
spec-0673-52162-0139,A,337.30075,-0.72033889,55.51865,sdss,train
spec-8210-57426-0868,A,201.0339,51.886766,29.9959,sdss,train
spec-3288-54908-0532,A,245.81858,50.519039,39.28522,sdss,train
spec-2191-54621-0473,A,252.61307,24.109551,12.38085,sdss,train
spec-0299-51671-0301,A,204.18985,-0.37535767,13.12494,sdss,train
spec-4893-55709-0946,A,241.12456,8.3559261,28.12696,sdss,train
spec-0695-52202-0617,A,19.750665,0.90942926,10.58461,sdss,train
spec-2779-54540-0598,A,227.69158,17.456192,45.96009,sdss,train
spec-1911-53295-0161,A,344.45337,-9.672173,29.90366,sdss,train
spec-3377-54950-0592,A,201.17886,33.278548,50.3314,sdss,train
spec-3311-54943-0083,A,215.91892,34.989975,13.61733,sdss,train
spec-3292-54943-0602,A,262.4411,35.91339,29.70165,sdss,train
spec-3216-54853-0202,A,169.89302,44.837845,15.65904,sdss,train
spec-2188-54595-0243,A,243.26837,15.849212,17.61965,sdss,train
spec-0315-51663-0224,A,234.48329,-0.43512486,36.10844,sdss,train
spec-2333-53682-0150,A,298.54441,18.747994,96.81413,sdss,train
spec-2802-54326-0262,A,274.37044,77.936575,26.68764,sdss,train
spec-0834-52316-0212,A,143.43502,46.554873,38.02364,sdss,train
spec-2926-54625-0466,A,197.61046,0.566165,11.98339,sdss,train
spec-2598-54232-0113,A,187.97262,17.08418,48.67875,sdss,train
spec-5002-55710-0430,A,261.01094,31.17044,18.66502,sdss,train
spec-2299-53711-0352,A,89.490722,64.167858,24.87344,sdss,train
spec-2048-53378-0120,A,47.669531,-0.207995,40.00555,sdss,train
spec-6189-56237-0542,A,4.3543363,11.801673,27.95374,sdss,train
spec-4995-55739-0956,A,262.61564,36.803062,18.60806,sdss,train
spec-0923-52404-0386,A,227.75475,-1.6318993,27.4086,sdss,train
spec-7254-56625-0889,A,44.46352,34.557188,22.73575,sdss,train
spec-1252-52970-0613,A,66.472792,32.012255,38.63238,sdss,train
spec-3169-54821-0288,A,145.5812,53.849185,35.60183,sdss,train
spec-0737-52518-0080,A,337.03532,12.970552,10.92027,sdss,train
spec-2822-54389-0544,A,1.850626,25.553312,12.07509,sdss,train
spec-1257-52944-0192,A,71.400767,24.124893,41.93355,sdss,train
spec-3293-54921-0427,A,129.8992,6.2247343,45.96688,sdss,train
spec-2915-54497-0334,A,115.30719,19.126005,32.10564,sdss,train
spec-3387-54951-0445,A,223.2851,24.753866,35.04095,sdss,train
spec-2400-53765-0147,A,134.5932,36.751803,14.58792,sdss,train
spec-2853-54440-0307,A,155.36708,17.520205,24.0629,sdss,train
spec-2935-54652-0050,A,226.99713,31.001594,14.59532,sdss,train
spec-3212-54851-0632,A,143.57034,22.954395,72.59119,sdss,train
spec-2069-53376-0628,A,54.281518,0.602825,16.23676,sdss,train
spec-2893-54552-0075,A,182.88087,19.900438,56.63701,sdss,train
spec-2180-54613-0329,A,252.29728,25.176714,31.93827,sdss,train
spec-9403-58018-0726,A,0.818024999999977,1.074238,11.19215,sdss,train
spec-0912-52427-0355,A,203.36245,-2.2711883,12.6842,sdss,train
spec-0309-51994-0495,A,223.69679,0.26072398,22.60866,sdss,train
spec-1810-53794-0295,A,212.61087,8.1925103,48.29522,sdss,train
spec-3235-54880-0181,A,196.46858,19.094786,14.87633,sdss,train
spec-1885-53230-0138,A,355.80638,42.047646,14.77189,sdss,train
spec-0776-52319-0595,A,175.89517,62.218465,50.43493,sdss,train
spec-2038-53327-0190,A,10.435322,24.393762,48.83788,sdss,train
spec-1350-52786-0376,A,220.07482,39.446565,45.94243,sdss,train
spec-3688-55273-0730,A,123.00573,50.000427,56.20477,sdss,train
spec-0308-51662-0447,A,221.74672,0.82477727,13.3377,sdss,train
spec-1078-52643-0395,A,23.025257,1.032042,14.54432,sdss,train
spec-0522-52024-0274,A,190.93241,2.09722,18.05874,sdss,train
spec-3875-55364-0344,A,223.54096,30.205048,12.99057,sdss,train
spec-1956-53437-0638,A,155.84345,32.133041,15.58904,sdss,train
spec-2729-54419-0381,A,117.37168,18.042261,10.25683,sdss,train
spec-2340-53733-0626,A,48.994658,6.428668,12.39246,sdss,train
spec-1259-52931-0088,A,95.578983,0.14673996,46.54384,sdss,train
spec-3249-54880-0021,A,153.49239,12.701774,10.67783,sdss,train
spec-2195-54234-0454,A,271.64232,24.30641,22.58069,sdss,train
spec-2922-54612-0017,A,192.38278,-2.855986,27.34682,sdss,train
spec-0903-52400-0519,A,151.50169,52.898385,10.6039,sdss,train
spec-2968-54585-0540,A,243.29879,19.112785,48.31686,sdss,train
spec-0912-52427-0505,A,205.06578,-1.7250433,24.03987,sdss,train
spec-3764-55514-0122,A,129.93994,39.317487,12.59797,sdss,train
spec-4747-55652-0956,A,181.5025,4.8525974,22.72209,sdss,train
spec-2927-54621-0552,A,229.99102,7.513766,33.18753,sdss,train
spec-0373-51788-0166,A,331.75272,-0.14568815,21.84547,sdss,train
spec-2765-54535-0112,A,226.94622,15.243018,19.36487,sdss,train
spec-3375-55003-0287,A,190.04272,34.932831,24.56136,sdss,train
spec-0611-52055-0214,A,225.43326,60.359292,42.14758,sdss,train
spec-2051-53738-0128,A,59.43563,-7.086522,60.99309,sdss,train
spec-2901-54652-0314,A,196.66339,-0.242555,21.53682,sdss,train
spec-0526-52312-0050,A,200.79108,1.2140792,16.89664,sdss,train
spec-2920-54562-0085,A,189.22687,-0.832085,39.71225,sdss,train
spec-2676-54179-0030,A,103.14397,27.601095,51.05696,sdss,train
spec-0360-51780-0135,A,264.28597,53.758063,19.92828,sdss,train
spec-3177-54833-0466,A,156.25362,56.181094,25.70082,sdss,train
spec-0849-52439-0346,A,194.72773,5.6012145,11.12953,sdss,train
spec-0569-52264-0546,A,144.23532,4.0418638,10.03968,sdss,train
spec-2185-53532-0348,A,248.97465,36.721319,18.28824,sdss,train
spec-1096-52974-0627,A,350.2576,0.514575,20.0961,sdss,train
spec-0815-52374-0428,A,244.89892,43.474521,37.25518,sdss,train
spec-1715-54212-0555,A,225.23248,9.9592716,51.60302,sdss,train
spec-2020-53431-0434,A,189.28598,34.236694,50.5057,sdss,train
spec-0299-51671-0620,A,206.21821,0.63619311,12.57287,sdss,train
spec-7339-56755-0079,A,215.4665,53.046156,45.22947,sdss,train
spec-3387-54951-0137,A,223.26718,22.530841,13.30833,sdss,train
spec-2671-54141-0084,A,132.69514,9.654626,21.14186,sdss,train
spec-3105-54825-0100,A,8.3747902,-10.5897,17.72029,sdss,train
spec-2739-54618-0232,A,228.9188,7.062608,12.16491,sdss,train
spec-2548-54152-0076,A,99.24749,83.340286,30.43778,sdss,train
spec-1886-53237-0114,A,355.52008,45.804423,28.68801,sdss,train
spec-3295-54924-0023,A,210.86284,64.468731,18.1585,sdss,train
spec-3307-54970-0100,A,200.51177,-1.2720326,15.42772,sdss,train
spec-6168-56187-0956,A,348.78134,7.788345,19.98466,sdss,train
spec-2036-53446-0529,A,173.70086,39.065202,47.15014,sdss,train
spec-0542-51993-0318,A,115.02102,34.608269,68.72616,sdss,train
spec-2861-54583-0535,A,172.4897,-6.620574,35.28257,sdss,train
spec-2917-54556-0594,A,181.88831,0.148155,24.74448,sdss,train
spec-2062-53381-0524,A,21.583469,39.656554,22.91004,sdss,train
spec-2713-54400-0065,A,114.22338,15.610921,27.17627,sdss,train
spec-6691-56413-0535,A,169.8107,51.583045,24.6662,sdss,train
spec-6817-56455-0350,A,200.11321,61.180436,25.20086,sdss,train
spec-2806-54425-0549,A,123.49038,-6.856454,38.01739,sdss,train
spec-8877-57782-0492,A,204.6011,36.870698,52.16359,sdss,train
spec-4718-55750-0940,A,222.26903,35.646024,27.56935,sdss,train
spec-0334-51993-0215,A,186.9158,-3.3524743,10.03566,sdss,train
spec-3236-54892-0393,A,193.59747,31.133862,38.13546,sdss,train
spec-2054-53431-0272,A,114.99408,17.976223,51.72586,sdss,train
spec-3293-54921-0594,A,131.38801,6.4148705,35.59253,sdss,train
spec-2457-54180-0547,A,191.96233,30.481975,32.83438,sdss,train
spec-0285-51663-0330,A,179.11916,1.2066656,20.84484,sdss,train
spec-2826-54389-0367,A,63.85723,7.249436,11.27454,sdss,train
spec-2963-54589-0319,A,192.04285,9.792913,54.64565,sdss,train
spec-0978-52441-0435,A,258.3883,30.872025,15.74462,sdss,train
spec-2347-53757-0202,A,152.20438,25.428964,25.75508,sdss,train
spec-0432-51884-0199,A,115.07798,40.001598,42.8537,sdss,train
spec-7338-58127-0640,A,212.51069,53.805815,49.07539,sdss,train
spec-2406-54084-0221,A,151.8509,25.810613,39.59021,sdss,train
spec-2443-54082-0446,A,46.066407,38.658225,27.62045,sdss,train
spec-0662-52178-0045,A,23.756772,-10.423733,21.64643,sdss,train
spec-2334-53730-0438,A,50.692981,5.584594,17.01967,sdss,train
spec-3227-54893-0193,A,117.42162,27.361658,38.18071,sdss,train
spec-2193-53888-0076,A,262.32237,26.976313,13.89042,sdss,train
spec-2447-54498-0274,A,213.0305,56.15885,57.72862,sdss,train
spec-2876-54581-0002,A,173.09009,-8.522787,43.3773,sdss,train
spec-2404-53764-0062,A,146.4758,52.472861,32.36313,sdss,train
spec-6589-56536-0072,A,347.4412,23.832398,34.73624,sdss,train
spec-2851-54459-0341,A,28.633739,0.482377,53.20755,sdss,train
spec-3315-54942-0485,A,224.08255,33.539599,35.42076,sdss,train
spec-0740-52263-0159,A,342.39097,13.662819,18.5352,sdss,train
spec-8537-58014-0938,A,251.09325,42.884465,27.75586,sdss,train
spec-2407-53771-0202,A,151.5384,34.866512,11.99224,sdss,train
spec-2806-54425-0052,A,122.97499,-8.339859,82.9264,sdss,train
spec-7581-56949-0702,A,338.6345,19.4962,38.0586,sdss,train
spec-1906-53293-0017,A,27.028133,-0.723558,28.49128,sdss,train
spec-0476-52027-0059,A,144.94947,-0.76109269,17.98675,sdss,train
spec-0750-52235-0045,A,0.24969761,14.004452,44.81091,sdss,train
spec-2643-54208-0589,A,181.39555,22.48201,10.24097,sdss,train
spec-2070-53729-0504,A,55.966873,-6.005739,14.70183,sdss,train
spec-2328-53728-0172,A,16.992244,-0.258512,16.8462,sdss,train
spec-3303-54950-0042,A,200.64951,23.711907,12.8938,sdss,train
spec-3209-54906-0169,A,75.029602,-3.8360417,86.44624,sdss,train
spec-1893-53239-0016,A,341.18241,13.050013,18.89673,sdss,train
spec-1890-53237-0589,A,319.8628,11.099008,46.70297,sdss,train
spec-3756-55505-0926,A,121.88642,32.771782,18.51907,sdss,train
spec-2934-54626-0216,A,221.66987,-0.943363,29.59937,sdss,train
spec-2178-54629-0619,A,243.31194,4.93381,28.4013,sdss,train
spec-0857-52314-0479,A,115.56391,25.03526,22.77614,sdss,train
spec-7339-56686-0872,A,214.45677,54.029273,54.77541,sdss,train
spec-0685-52203-0587,A,0.65835647,1.1012437,34.12702,sdss,train
spec-6696-56398-0186,A,156.77112,54.503638,18.21646,sdss,train
spec-1332-52781-0621,A,235.55792,46.502822,22.62671,sdss,train
spec-3688-55273-0896,A,124.34147,50.084145,27.31967,sdss,train
spec-3154-54821-0113,A,150.51796,1.7377291,53.41236,sdss,train
spec-2186-54327-0223,A,240.62435,5.414494,11.39587,sdss,train
spec-11352-58456-0222,A,156.69436,27.983844,32.15626,sdss,train
spec-7869-57012-0380,A,9.94820099999998,-2.168205,12.51397,sdss,train
spec-2462-54561-0356,A,212.42886,56.541504,13.76734,sdss,train
spec-2926-54625-0059,A,198.4685,-0.641378,14.98323,sdss,train
spec-1909-53261-0282,A,309.97617,-0.762395,18.73638,sdss,train
spec-2965-54594-0005,A,194.0799,9.143357,22.8796,sdss,train
spec-3311-54943-0204,A,214.98939,34.866256,19.34058,sdss,train
spec-3141-55008-0424,A,330.2257,6.2137583,61.18049,sdss,train
spec-4983-55836-0146,A,256.50208,38.034359,24.50444,sdss,train
spec-1385-53091-0303,A,225.99523,34.411824,18.65987,sdss,train
spec-2162-54207-0102,A,233.44506,21.290119,42.41495,sdss,train
spec-3215-54861-0434,A,172.13611,45.467678,22.42531,sdss,train
spec-2177-54557-0085,A,244.1727,15.641668,70.52691,sdss,train
spec-2750-54242-0040,A,223.94557,13.505607,41.64122,sdss,train
spec-1334-52764-0138,A,239.20584,42.809747,49.48566,sdss,train
spec-3121-54762-0480,A,58.652388,12.316984,10.4269,sdss,train
spec-5956-56104-0482,A,334.28152,27.202875,18.10647,sdss,train
spec-2181-53524-0581,A,255.45424,40.776541,39.58833,sdss,train
spec-2340-53733-0106,A,48.497512,4.7859,18.60231,sdss,train
spec-3205-54848-0627,A,111.73663,39.547894,35.89212,sdss,train
spec-3142-54735-0572,A,354.63555,0.85644281,15.93585,sdss,train
spec-1969-53383-0220,A,159.92456,30.171577,27.0838,sdss,train
spec-3287-54941-0187,A,154.27311,42.351256,30.02577,sdss,train
spec-5361-55973-0455,A,165.41213,9.4992115,23.2674,sdss,train
spec-1259-52931-0487,A,95.265754,1.2457828,44.65695,sdss,train
spec-2475-53845-0135,A,205.54816,27.340671,31.73725,sdss,train
spec-1750-53358-0012,A,165.30932,13.267184,42.14452,sdss,train
spec-1379-53084-0093,A,211.92935,38.226667,13.34137,sdss,train
spec-2277-53705-0302,A,128.62246,19.504264,37.25466,sdss,train
spec-3287-54941-0057,A,155.32057,42.106485,12.68475,sdss,train
spec-8362-57732-0301,A,172.69679,43.311759,30.48977,sdss,train
spec-5364-56000-0332,A,167.11262,11.205559,16.81948,sdss,train
spec-0525-52295-0040,A,199.23114,1.80122,24.26657,sdss,train
spec-3770-55234-0927,A,156.90321,-1.5069459,27.54408,sdss,train
spec-1253-52974-0072,A,66.272187,32.894287,38.56352,sdss,train
spec-1849-53846-0219,A,235.56523,25.366953,49.37408,sdss,train
spec-3335-54922-0131,A,103.1093,15.557269,92.23544,sdss,train
spec-11123-58429-0422,A,128.70582,25.897524,45.39693,sdss,train
spec-6393-56341-0391,A,124.87581,45.908986,20.01653,sdss,train
spec-1963-54331-0506,A,323.68761,0.00617,26.73269,sdss,train
spec-1976-53401-0606,A,182.00918,41.180472,56.47012,sdss,train
spec-6114-56209-0740,A,349.53974,22.070697,16.12457,sdss,train
spec-2349-53734-0526,A,157.18599,25.505105,47.20472,sdss,train
spec-2397-53763-0191,A,48.777184,40.301531,45.33777,sdss,train
spec-1333-52782-0514,A,236.91485,44.825705,14.82141,sdss,train
spec-11077-58433-0937,A,20.45646,7.453144,41.8899,sdss,train
spec-2071-53741-0404,A,59.089053,-4.923055,30.90242,sdss,train
spec-2552-54632-0534,A,279.11766,65.079249,33.87448,sdss,train
spec-3478-55008-0392,A,239.67293,37.112415,51.98491,sdss,train
spec-0918-52404-0414,A,216.71555,-1.1974089,58.04311,sdss,train
spec-1003-52641-0607,A,167.05808,7.9995328,16.70793,sdss,train
spec-2526-54582-0264,A,241.40874,9.4706281,27.58791,sdss,train
spec-5468-56014-0400,A,218.76825,12.83335,17.87496,sdss,train
spec-3794-55241-0998,A,194.91738,-1.5746774,25.30314,sdss,train
spec-5812-56354-0164,A,135.7186,32.221125,23.27537,sdss,train
spec-2031-53848-0406,A,193.94549,36.977689,35.20584,sdss,train
spec-0293-51689-0180,A,194.37014,-0.057868665,13.09706,sdss,train
spec-0756-52237-0196,A,117.76212,33.426451,27.21381,sdss,train
spec-2949-54557-0468,A,249.5475,27.33828,22.15376,sdss,train
spec-2192-54232-0181,A,254.69944,39.410177,16.57667,sdss,train
spec-5475-56011-0564,A,221.94798,12.301352,17.52578,sdss,train
spec-1609-53142-0241,A,177.00223,11.125876,27.85058,sdss,train
spec-2872-54533-0396,A,167.92417,19.328906,20.73033,sdss,train
spec-1588-52965-0519,A,131.84485,29.551803,23.05221,sdss,train
spec-3236-54892-0140,A,194.14203,29.091673,25.3188,sdss,train
spec-2401-53768-0500,A,139.13227,30.689263,14.68801,sdss,train
spec-2380-53759-0286,A,133.15914,36.330858,50.70634,sdss,train
spec-2623-54096-0183,A,347.30873,21.404052,16.79858,sdss,train
spec-2367-53763-0422,A,157.58446,23.065402,39.38807,sdss,train
spec-1175-52791-0131,A,252.80802,33.375789,33.13182,sdss,train
spec-3160-54793-0596,A,109.53946,30.9051,13.19106,sdss,train
spec-10738-58251-0730,A,241.71302,35.59918,40.84981,sdss,train
spec-3132-54746-0584,A,12.428345,15.146406,22.48044,sdss,train
spec-2708-54561-0171,A,167.16541,-16.525767,30.81729,sdss,train
spec-2801-54331-0480,A,0.956138,25.054542,22.51266,sdss,train
spec-2748-54234-0398,A,219.11749,14.928154,45.74542,sdss,train
spec-1103-52873-0318,A,334.45576,0.037939738,44.21742,sdss,train
spec-1934-53357-0563,A,135.9148,29.012377,10.2023,sdss,train
spec-0572-52289-0251,A,149.42666,3.4291384,33.60153,sdss,train
spec-3143-54772-0507,A,343.48903,0.29399657,10.9654,sdss,train
spec-3126-54804-0349,A,38.271745,0.99005366,11.56529,sdss,train
spec-2936-54626-0344,A,229.83886,40.039545,36.95354,sdss,train
spec-2259-53565-0375,A,311.59762,16.67388,18.53751,sdss,train
spec-1569-53168-0579,A,252.33696,21.638735,35.1922,sdss,train
spec-3144-54763-0177,A,355.07459,-10.163834,10.12983,sdss,train
spec-4484-55565-0430,A,128.01744,20.107857,17.89782,sdss,train
spec-2870-54534-0136,A,165.4579,27.841003,13.51153,sdss,train
spec-1841-53491-0099,A,218.53689,31.808608,34.64355,sdss,train
spec-2690-54211-0375,A,166.5694,-15.580795,20.46147,sdss,train
spec-5107-55940-0012,A,24.625834,23.20373,18.95159,sdss,train
