basename,label,dataset,snr
spec-0732-52221-0359,A0,train,31.8131
spec-2891-54507-0599,A0,train,24.88065
spec-0681-52199-0507,A0,train,47.84596
spec-1836-54567-0501,A0,train,13.49471
spec-3183-54833-0525,A0,train,7.205012
spec-1325-52762-0194,A0,train,47.46976
spec-0609-52339-0491,A0,train,19.08636
spec-1927-53321-0635,A0,train,20.27617
spec-3236-54892-0583,A0,train,32.77124
spec-1497-52886-0623,A0,train,16.4401
spec-2697-54389-0189,A0,train,11.6427
spec-2858-54498-0528,A0,train,80.07365
spec-2443-54082-0054,A0,train,7.687559
spec-0335-52000-0456,A0,train,38.92162
spec-0296-51665-0501,A0,train,12.47166
spec-0293-51994-0035,A0,train,17.58484
spec-2181-53524-0442,A0,train,26.66191
spec-0976-52413-0376,A0,train,35.9091
spec-3305-54945-0287,A0,train,53.28787
spec-2195-54234-0010,A0,train,11.31127
spec-2337-53740-0627,A0,train,45.26532
spec-1056-52764-0514,A0,train,42.89746
spec-2549-54523-0096,A0,train,25.13344
spec-3251-54882-0426,A0,train,31.76127
spec-2045-53350-0507,A0,train,42.41018
spec-1884-53228-0195,A0,train,51.58712
spec-2041-53387-0489,A0,train,53.71812
spec-2348-53757-0219,A0,train,9.491337
spec-3317-54908-0238,A0,train,15.30864
spec-0326-52375-0088,A0,train,25.54356
spec-1176-52791-0403,A0,train,41.2503
spec-3170-54907-0340,A0,train,13.4591
spec-2620-54339-0198,A0,train,34.39995
spec-2829-54623-0046,A0,train,9.112996
spec-2334-53730-0114,A0,train,28.31424
spec-2641-54230-0197,A0,train,50.82325
spec-2446-54571-0540,A0,train,52.97018
spec-3240-54883-0508,A0,train,30.29093
spec-2628-54326-0568,A0,train,15.38083
spec-1257-52944-0037,A0,train,60.38247
spec-2964-54632-0312,A0,train,37.38749
spec-2328-53728-0480,A0,train,13.29274
spec-1909-53261-0235,A0,train,8.782853
spec-3258-54884-0263,A0,train,15.37334
spec-1475-52903-0361,A0,train,17.17548
spec-1812-53795-0306,A0,train,8.405633
spec-2878-54465-0375,A0,train,8.899871
spec-3292-54943-0505,A0,train,31.17665
spec-1669-53433-0478,A0,train,8.426268
spec-0616-52442-0426,A0,train,32.04089
spec-3155-54829-0285,A0,train,12.30994
spec-2321-53711-0012,A0,train,6.746316
spec-3312-54969-0160,A0,train,25.34992
spec-3205-54848-0074,A0,train,44.25933
spec-1326-52764-0115,A0,train,41.3097
spec-2690-54211-0204,A0,train,23.70751
spec-2868-54451-0515,A0,train,13.91167
spec-0594-52045-0202,A0,train,24.03587
spec-2081-53357-0043,A0,train,50.84017
spec-1922-53315-0622,A0,train,17.37308
spec-2895-54567-0330,A0,train,46.97168
spec-3227-54877-0344,A0,train,33.6613
spec-0383-51818-0146,A0,train,42.16406
spec-3243-54910-0482,A0,train,14.22812
spec-1393-52824-0252,A0,train,20.78642
spec-3144-54763-0497,A0,train,8.340914
spec-1128-52637-0106,A0,train,34.23997
spec-1149-53003-0109,A0,train,15.44141
spec-0820-52405-0528,A0,train,11.36847
spec-2064-53341-0617,A0,train,17.50507
spec-3214-54866-0527,A0,train,42.30082
spec-2026-53711-0312,A0,train,47.0497
spec-2630-54327-0485,A0,train,11.08007
spec-1498-52914-0034,A0,train,37.42904
spec-2187-54270-0084,A0,train,36.45147
spec-3395-55004-0120,A0,train,6.513545
spec-3288-54908-0532,A0,train,39.28522
spec-3310-54919-0616,A0,train,6.722938
spec-1108-53227-0516,A0,train,46.88842
spec-2176-54243-0087,A0,train,42.71704
spec-0591-52022-0444,A0,train,7.800229
spec-1133-52993-0454,A0,train,22.72713
spec-2041-53387-0561,A0,train,25.32911
spec-2682-54401-0469,A0,train,90.07639
spec-1293-52765-0523,A0,train,38.45831
spec-2460-54616-0143,A0,train,40.21604
spec-2620-54397-0408,A0,train,68.37044
spec-0955-52409-0016,A0,train,20.58081
spec-2041-53387-0399,A0,train,31.68613
spec-2121-54180-0574,A0,train,22.84262
spec-2327-53710-0320,A0,train,13.07083
spec-2420-54086-0251,A0,train,58.46945
spec-2841-54451-0399,A0,train,59.62895
spec-0308-51662-0028,A0,train,30.24907
spec-3232-54882-0628,A0,train,36.68606
spec-1583-52941-0090,A0,train,49.49948
spec-1468-52999-0024,A0,train,15.59066
spec-2554-54263-0149,A0,train,27.08787
spec-0408-51821-0435,A0,train,6.121759
spec-3209-54906-0151,A0,train,72.08531
spec-2918-54554-0559,A0,train,9.724174
spec-1053-52468-0241,A0,train,22.92887
spec-2449-54271-0148,A0,train,41.64819
spec-0734-52224-0091,A0,train,17.90942
spec-3227-54877-0479,A0,train,17.30656
spec-1696-53116-0239,A0,train,25.95998
spec-1784-54425-0601,A0,train,45.78738
spec-1824-53491-0021,A0,train,20.56378
spec-0695-52202-0037,A0,train,20.26123
spec-3148-54802-0428,A0,train,38.33323
spec-0538-52029-0582,A0,train,9.335885
spec-3114-54773-0494,A0,train,34.80893
spec-3187-54821-0150,A0,train,25.73863
spec-2107-53786-0527,A0,train,13.91575
spec-1660-53230-0061,A0,train,45.93031
spec-0803-52318-0386,A0,train,40.59667
spec-2175-54612-0018,A0,train,41.131
spec-2137-54206-0622,A0,train,37.54559
spec-1175-52791-0308,A0,train,24.95571
spec-3285-54948-0320,A0,train,6.53768
spec-3313-54999-0405,A0,train,13.96797
spec-2891-54507-0416,A0,train,28.53104
spec-3321-54924-0350,A0,train,82.00893
spec-3300-54914-0074,A0,train,26.7938
spec-1339-52767-0321,A0,train,57.73019
spec-1572-53177-0178,A0,train,13.71646
spec-1347-52823-0276,A0,train,46.69618
spec-3105-54825-0009,A0,train,45.11341
spec-0815-52374-0625,A0,train,12.02535
spec-3327-54951-0037,A0,train,15.53431
spec-2819-54617-0549,A0,train,19.39258
spec-1662-52970-0296,A0,train,9.180973
spec-3290-54941-0217,A0,train,9.750564
spec-3386-54952-0533,A0,train,33.23692
spec-2934-54626-0467,A0,train,7.639182
spec-2547-53917-0102,A0,train,5.836143
spec-2602-54149-0350,A0,train,14.35747
spec-2153-54212-0155,A0,train,51.3643
spec-1984-53433-0216,A0,train,41.83726
spec-2427-53800-0106,A0,train,20.98575
spec-0483-51942-0359,A0,train,18.77617
spec-1907-53315-0576,A0,train,18.97718
spec-3112-54802-0190,A0,train,39.91969
spec-1583-52941-0054,A0,train,17.99776
spec-1909-53261-0461,A0,train,34.79472
spec-2333-53682-0355,A0,train,97.45713
spec-1891-53238-0214,A0,train,23.16222
spec-1889-53240-0373,A0,train,20.94766
spec-1263-52708-0105,A0,train,19.77792
spec-1921-53317-0403,A0,train,38.33033
spec-0564-52224-0070,A0,train,53.98189
spec-1216-52709-0276,A0,train,48.54943
spec-2808-54524-0304,A0,train,35.21832
spec-2041-53387-0441,A0,train,56.47961
spec-0340-51990-0581,A0,train,54.1063
spec-3208-54853-0543,A0,train,19.41261
spec-2623-54096-0277,A0,train,25.37205
spec-0657-52177-0361,A0,train,39.98744
spec-1301-52976-0117,A0,train,25.39831
spec-1914-53612-0472,A0,train,29.37397
spec-1913-53295-0359,A0,train,8.440135
spec-1396-53112-0521,A0,train,17.30066
spec-2910-54630-0184,A0,train,61.80219
spec-2445-54573-0373,A0,train,43.137
spec-3145-54801-0287,A0,train,67.2872
spec-2787-54552-0630,A0,train,49.50594
spec-3261-54881-0622,A0,train,7.657239
spec-1911-53295-0156,A0,train,37.28839
spec-2724-54616-0087,A0,train,36.97993
spec-2739-54618-0084,A0,train,19.18381
spec-2379-53762-0343,A0,train,54.24052
spec-2321-53711-0306,A0,train,8.272753
spec-0567-52252-0122,A0,train,24.26016
spec-2866-54478-0610,A0,train,8.788727
spec-1901-53261-0402,A0,train,22.62378
spec-2475-53845-0239,A0,train,26.61485
spec-3466-54998-0364,A0,train,30.13699
spec-2806-54425-0429,A0,train,59.59584
spec-3215-54861-0537,A0,train,16.40081
spec-2404-53764-0298,A0,train,12.20704
spec-2914-54533-0294,A0,train,12.49702
spec-2851-54459-0350,A0,train,41.72637
spec-2707-54144-0082,A0,train,6.958334
spec-3395-55004-0606,A0,train,34.28173
spec-3144-54763-0524,A0,train,36.4423
spec-2801-54331-0078,A0,train,35.7401
spec-3234-54885-0583,A0,train,28.97084
spec-2713-54400-0180,A0,train,87.2641
spec-2333-53682-0134,A0,train,96.89426
spec-2406-54084-0225,A0,train,22.09256
spec-2444-54082-0116,A0,train,6.537248
spec-2919-54537-0371,A0,train,24.25287
spec-3259-54885-0245,A0,train,9.340311
spec-2636-54082-0283,A0,train,15.22247
spec-0287-52023-0057,A0,train,9.435287
spec-1920-53314-0310,A0,train,62.12005
spec-3301-54939-0140,A0,train,25.21443
spec-1377-53050-0402,A0,train,50.50967
spec-2797-54616-0280,A0,train,67.4064
spec-0827-52312-0454,A0,train,18.12561
spec-3375-55003-0069,A0,train,51.83229
spec-2682-54401-0245,A0,train,105.6463
spec-0610-52056-0530,A0,train,41.52057
spec-1155-52581-0211,A0,train,8.442848
spec-2065-53678-0234,A0,train,11.1207
spec-1252-52970-0190,A0,train,47.01166
spec-2542-53919-0355,A0,train,30.81143
spec-1900-53262-0603,A0,train,38.85583
spec-1893-53239-0602,A0,train,6.875442
spec-0301-51942-0228,A0,train,33.22118
spec-1919-53240-0254,A0,train,12.58646
spec-3292-54943-0014,A0,train,39.22234
spec-1919-53240-0015,A0,train,24.24453
spec-2382-54169-0061,A0,train,44.65878
spec-2247-53857-0347,A0,train,17.87424
spec-2070-53729-0264,A0,train,6.779044
spec-2612-54480-0624,A0,train,11.6874
spec-2441-54065-0146,A0,train,71.64182
spec-1830-54560-0470,A0,train,49.1473
spec-1250-52930-0265,A0,train,27.90095
spec-2299-53711-0061,A0,train,56.32817
spec-1742-53053-0139,A0,train,30.51405
spec-2182-53905-0223,A0,train,40.90265
spec-0312-51689-0228,A0,train,7.653629
spec-1885-53230-0385,A0,train,7.161112
spec-2073-53728-0020,A0,train,8.899307
spec-2963-54589-0470,A0,train,44.59335
spec-0271-51883-0121,A0,train,44.63451
spec-2906-54577-0086,A0,train,62.22963
spec-2852-54468-0582,A0,train,50.145
spec-1232-52731-0276,A0,train,12.40872
spec-1730-53498-0218,A0,train,28.86053
spec-2628-54326-0441,A0,train,8.056762
spec-1149-53003-0597,A0,train,10.89859
spec-2576-54086-0327,A0,train,50.26009
spec-1960-53289-0251,A0,train,51.92771
spec-0348-51671-0593,A0,train,18.37212
spec-1674-53464-0283,A0,train,12.40466
spec-0574-52356-0589,A0,train,6.242788
spec-1884-53228-0035,A0,train,21.04136
spec-0417-51821-0206,A0,train,5.908089
spec-0903-52400-0583,A0,train,10.85888
spec-1883-53271-0264,A0,train,15.50187
spec-3110-54747-0300,A0,train,35.72459
spec-2707-54144-0307,A0,train,44.76421
spec-1886-53237-0403,A0,train,36.17622
spec-3257-54888-0362,A0,train,35.94772
spec-0328-52282-0060,A0,train,78.55579
spec-2864-54467-0481,A0,train,14.90544
spec-1571-53174-0285,A0,train,16.58696
spec-2402-54176-0472,A0,train,6.521369
spec-1186-52646-0295,A0,train,10.25865
spec-2445-54573-0407,A0,train,26.34214
spec-2820-54599-0204,A0,train,10.0722
spec-3109-54833-0199,A0,train,15.20164
spec-2920-54562-0622,A0,train,12.89131
spec-1660-53230-0562,A0,train,48.03739
spec-2370-53764-0440,A0,train,52.562
spec-0797-52263-0250,A0,train,7.933388
spec-1153-52933-0595,A0,train,6.939074
spec-1858-53271-0600,A0,train,7.891212
spec-1155-52559-0337,A0,train,6.119485
spec-3292-54943-0443,A0,train,13.26364
spec-3213-54865-0594,A0,train,19.56791
spec-3257-54888-0620,A0,train,24.80121
spec-0755-52235-0234,A0,train,12.67212
spec-3159-54802-0246,A0,train,51.62106
spec-1149-53003-0077,A0,train,8.230404
spec-1201-52674-0249,A0,train,45.62305
spec-1724-53859-0244,A0,train,42.51092
spec-2191-54621-0460,A0,train,31.30016
spec-3300-54914-0632,A0,train,56.71443
spec-1293-52765-0419,A0,train,9.64769
spec-2890-54495-0255,A0,train,49.40731
spec-2683-54153-0159,A0,train,61.98448
spec-2191-54621-0189,A0,train,7.851949
spec-2857-54453-0335,A0,train,25.62024
spec-1154-53083-0629,A0,train,36.72928
spec-1350-52786-0038,A0,train,8.833608
spec-1259-52931-0063,A0,train,49.01819
spec-2920-54562-0123,A0,train,21.92955
spec-1578-53496-0577,A0,train,12.70673
spec-3313-54999-0046,A0,train,30.69903
spec-2167-53889-0032,A0,train,13.89845
spec-1669-53433-0453,A0,train,10.63979
spec-2300-53682-0478,A0,train,37.32095
spec-1674-53464-0248,A0,train,8.615506
spec-1814-54555-0489,A0,train,41.39911
spec-2669-54086-0355,A0,train,49.19099
spec-0790-52441-0394,A0,train,32.32784
spec-3205-54848-0460,A0,train,21.0641
spec-1327-52781-0034,A0,train,7.878515
spec-2398-53768-0560,A0,train,29.28554
spec-3251-54882-0323,A0,train,20.35141
