basename,label,ra,dec,snr,resource,dataset
spec-3324-54943-0629,A,155.52027,53.699005,37.24726,sdss,train
spec-2690-54211-0165,A,167.08832,-16.780064,47.22959,sdss,train
spec-2621-54380-0369,A,341.40857,31.872235,19.64243,sdss,train
spec-2669-54086-0253,A,70.381699,10.415745,22.68151,sdss,train
spec-0754-52232-0363,A,113.86189,30.149021,23.00125,sdss,train
spec-3184-54850-0001,A,45.773483,-1.1116716,27.29902,sdss,train
spec-0724-52254-0278,A,343.18456,-9.5722835,29.14111,sdss,train
spec-1001-52670-0547,A,162.71809,7.3774663,33.7113,sdss,train
spec-0699-52202-0543,A,26.943069,0.20592951,13.35054,sdss,train
spec-5433-55981-0158,A,203.30937,8.4542646,6.970004,sdss,train
spec-2746-54232-0558,A,215.80058,15.346876,43.28603,sdss,train
spec-0904-52381-0449,A,154.47512,54.553327,41.50992,sdss,train
spec-2442-54065-0391,A,38.808143,28.49704,22.8546,sdss,train
spec-0661-52163-0399,A,20.303165,-9.5316803,31.07641,sdss,train
spec-1018-52672-0554,A,182.49992,55.220192,13.99233,sdss,train
spec-1912-53293-0305,A,4.617355,-10.151068,36.09036,sdss,train
spec-2539-53918-0147,A,218.53364,57.747438,49.24529,sdss,train
spec-2549-54523-0636,A,137.80806,83.459338,41.55466,sdss,train
spec-1229-52723-0079,A,182.97474,9.6393319,41.47431,sdss,train
spec-0330-52370-0231,A,177.70041,-2.7441323,26.40363,sdss,train
spec-2361-53762-0123,A,144.2154,18.386711,18.36812,sdss,train
spec-1963-54331-0483,A,323.22511,-0.047891,37.5409,sdss,train
spec-2739-54618-0387,A,228.57146,7.268212,10.85381,sdss,train
spec-1826-53499-0213,A,214.92329,5.7729889,49.96732,sdss,train
spec-3227-54877-0440,A,117.30907,27.859982,10.98135,sdss,train
spec-2333-53682-0574,A,299.19468,20.185846,96.42503,sdss,train
spec-2305-54414-0458,A,320.50085,-6.284779,65.18615,sdss,train
spec-2680-54141-0499,A,64.183932,15.805312,14.31022,sdss,train
spec-2036-53446-0529,A,173.70086,39.065202,47.15014,sdss,train
spec-3214-54866-0533,A,182.21663,12.184719,35.71761,sdss,train
spec-0657-52177-0361,A,12.926963,-8.6712341,39.98744,sdss,train
spec-10912-58253-0356,A,242.74501,32.895763,26.65181,sdss,train
spec-2924-54582-0547,A,195.42013,20.359961,14.91208,sdss,train
spec-2040-53384-0488,A,19.039538,26.367787,67.88757,sdss,train
spec-2001-53493-0076,A,185.41999,37.880679,12.26609,sdss,train
spec-11285-58402-0986,A,354.71839,3.7744337,5.170971,sdss,train
spec-2462-54561-0231,A,213.62539,56.212392,9.683584,sdss,train
spec-0348-51671-0492,A,248.61976,0.21957537,59.65435,sdss,train
spec-0327-52294-0530,A,173.79876,-1.2522312,17.29801,sdss,train
spec-3138-54740-0563,A,303.8729,-11.268008,15.41261,sdss,train
spec-2697-54389-0606,A,58.210963,11.225137,6.986468,sdss,train
spec-2404-53764-0229,A,143.57275,52.23925,28.9403,sdss,train
spec-8362-57732-0301,A,172.69679,43.311759,30.48977,sdss,train
spec-2053-53446-0201,A,111.80652,35.724538,28.83714,sdss,train
spec-2253-54551-0228,A,262.61264,32.582911,67.62383,sdss,train
spec-5463-56003-0566,A,216.08856,13.317861,16.40884,sdss,train
spec-3134-54806-0307,A,0.6290359,-6.8604321,16.04804,sdss,train
spec-0599-52317-0276,A,181.86218,64.618859,42.42226,sdss,train
spec-3205-54848-0253,A,108.88354,39.169802,48.45719,sdss,train
spec-1853-53566-0317,A,243.27939,21.327133,39.11017,sdss,train
spec-3298-54924-0152,A,244.15769,5.5302313,78.81359,sdss,train
spec-2212-53789-0276,A,165.89449,26.003,37.72717,sdss,train
spec-2303-54629-0189,A,301.46839,-11.990268,37.3222,sdss,train
spec-2024-53503-0014,A,207.89887,32.023679,7.073725,sdss,train
spec-7389-56769-0706,A,159.61037,48.69002,24.77123,sdss,train
spec-4027-55629-0006,A,217.20908,1.4917417,12.8603,sdss,train
spec-3255-54885-0233,A,189.88139,14.131336,44.51366,sdss,train
spec-2550-54206-0379,A,245.88359,63.481137,18.36424,sdss,train
spec-2390-54094-0084,A,163.94329,47.096376,53.09883,sdss,train
spec-1512-53035-0330,A,42.942417,0.214862,23.64725,sdss,train
spec-6735-56397-0372,A,232.1412,45.805527,26.43098,sdss,train
spec-2186-54327-0223,A,240.62435,5.414494,11.39587,sdss,train
spec-2727-54414-0225,A,105.26815,12.010492,50.73526,sdss,train
spec-6294-56482-0914,A,342.88907,29.512202,13.9165,sdss,train
spec-6603-56567-0260,A,28.597262,31.222309,5.099368,sdss,train
spec-3756-55505-0926,A,121.88642,32.771782,18.51907,sdss,train
spec-3154-54821-0113,A,150.51796,1.7377291,53.41236,sdss,train
spec-1664-52965-0015,A,43.03088,-0.91588,20.84209,sdss,train
spec-2889-54530-0087,A,144.05969,28.866574,69.3004,sdss,train
spec-2394-54518-0473,A,168.39972,59.623491,47.03196,sdss,train
spec-1857-53182-0093,A,292.27691,77.523848,16.75493,sdss,train
spec-2944-54523-0464,A,115.85027,66.405713,34.17329,sdss,train
spec-2950-54559-0093,A,236.70003,4.0461036,22.98675,sdss,train
spec-2421-54153-0558,A,123.94957,10.197621,18.99062,sdss,train
spec-0565-52225-0048,A,134.68542,2.3611563,33.37309,sdss,train
spec-2802-54326-0262,A,274.37044,77.936575,26.68764,sdss,train
spec-3442-54983-0586,A,248.15675,53.346158,48.29616,sdss,train
spec-1297-52963-0144,A,128.54748,6.4594268,24.60784,sdss,train
spec-2808-54524-0529,A,255.96617,29.645533,53.28017,sdss,train
spec-2864-54467-0481,A,18.650723,-9.099974,14.90544,sdss,train
spec-3244-54892-0255,A,173.98679,12.094932,41.27392,sdss,train
spec-1346-52822-0287,A,208.2492,41.478211,45.72976,sdss,train
spec-0975-52411-0422,A,256.75223,31.844051,25.17902,sdss,train
spec-3195-54832-0507,A,128.54381,14.085959,37.98019,sdss,train
spec-1899-53262-0381,A,25.57136,14.198392,13.69005,sdss,train
spec-1695-53473-0339,A,192.8334,12.996716,17.07947,sdss,train
spec-4177-55688-0324,A,255.57168,22.929428,5.191092,sdss,train
spec-1694-53472-0089,A,191.77573,11.404785,14.55797,sdss,train
spec-2891-54507-0266,A,116.9134,22.898275,39.07128,sdss,train
spec-0468-51912-0487,A,133.71961,1.1713595,48.68916,sdss,train
spec-4382-55742-0674,A,317.92943,-1.5006682,31.85049,sdss,train
spec-4005-55325-0720,A,195.22047,2.5986407,8.472331,sdss,train
spec-6290-56238-0311,A,341.67979,24.442838,7.121545,sdss,train
spec-3384-54948-0477,A,217.80248,30.462069,18.72325,sdss,train
spec-2739-54618-0556,A,230.07207,7.202818,16.63807,sdss,train
spec-6982-56444-0422,A,222.75931,59.845058,7.221126,sdss,train
spec-0756-52237-0196,A,117.76212,33.426451,27.21381,sdss,train
spec-3772-55277-0553,A,162.28105,-1.194509,5.692648,sdss,train
spec-1328-52786-0451,A,222.71766,52.342414,37.26751,sdss,train
spec-2701-54154-0005,A,114.39604,40.317584,14.40457,sdss,train
spec-8767-57310-0945,A,356.73014,0.82514474,54.36558,sdss,train
spec-4056-55357-0766,A,246.84175,16.072223,5.612842,sdss,train
spec-8529-58013-0496,A,248.74336,40.460836,5.187383,sdss,train
spec-2770-54510-0006,A,210.22141,19.479431,49.6732,sdss,train
spec-3288-54908-0561,A,246.25899,51.198572,15.13205,sdss,train
spec-2299-53711-0243,A,91.33079,63.112122,36.26857,sdss,train
spec-3263-54887-0056,A,163.67828,27.235043,23.51772,sdss,train
spec-0685-52203-0587,A,0.65835647,1.1012437,34.12702,sdss,train
spec-1499-53001-0217,A,17.98551,-0.872631,24.84747,sdss,train
spec-3292-54943-0632,A,262.7788,35.308515,46.05955,sdss,train
spec-3207-54850-0440,A,103.88312,29.440878,40.45589,sdss,train
spec-0526-52312-0050,A,200.79108,1.2140792,16.89664,sdss,train
spec-2801-54331-0391,A,0.496728,25.018619,44.76367,sdss,train
spec-6113-56219-0444,A,2.21586860000002,10.227231,6.440377,sdss,train
spec-3291-54939-0341,A,251.73171,42.291613,32.61295,sdss,train
spec-3105-54825-0356,A,6.8330402,-9.4230804,47.32098,sdss,train
spec-0913-52433-0212,A,206.3541,-3.4150406,7.928074,sdss,train
spec-3386-54952-0339,A,219.8665,40.812368,8.246182,sdss,train
spec-0638-52081-0464,A,317.62191,-6.6261985,58.07443,sdss,train
spec-2939-54515-0081,A,116.50562,64.920084,51.20814,sdss,train
spec-1441-53083-0208,A,170.20708,45.552984,25.31615,sdss,train
spec-6506-56564-0040,A,347.18828,29.967117,10.60512,sdss,train
spec-2568-54153-0556,A,186.46742,0.30313,20.39476,sdss,train
spec-1259-52931-0022,A,95.833587,-0.32254487,48.64846,sdss,train
spec-1155-52581-0193,A,34.599721,-0.640969,14.26638,sdss,train
spec-3946-55659-0754,A,237.64139,27.231822,9.352427,sdss,train
spec-2076-53442-0617,A,122.39782,7.507612,37.07638,sdss,train
spec-0779-52342-0030,A,186.52361,62.384589,9.716184,sdss,train
spec-3407-54971-0565,A,223.26718,22.530841,16.92851,sdss,train
spec-2065-53678-0561,A,30.569427,1.160447,12.0508,sdss,train
spec-1828-53504-0413,A,219.0023,7.3766713,49.31702,sdss,train
spec-2826-54389-0367,A,63.85723,7.249436,11.27454,sdss,train
spec-1116-52932-0404,A,311.52247,1.1617447,18.2315,sdss,train
spec-5108-55888-0554,A,25.49737,22.417031,7.364194,sdss,train
spec-2331-53742-0314,A,127.53749,53.294371,11.0197,sdss,train
spec-0358-51818-0533,A,263.91813,57.329386,52.47329,sdss,train
spec-3166-54830-0220,A,117.549,28.871729,45.08141,sdss,train
spec-0749-52226-0036,A,359.59347,14.83819,19.897,sdss,train
spec-2393-54156-0466,A,168.56931,10.044511,64.43795,sdss,train
spec-2923-54563-0398,A,191.32786,49.811007,13.33902,sdss,train
spec-2340-53733-0442,A,48.029275,5.947356,27.67507,sdss,train
spec-3317-54908-0217,A,141.49082,19.572247,27.71756,sdss,train
spec-5376-55987-0658,A,173.5742,13.515668,7.992927,sdss,train
spec-1293-52765-0410,A,231.09705,40.239643,10.1488,sdss,train
spec-2927-54621-0458,A,229.60261,8.104917,11.98765,sdss,train
spec-6206-56245-0800,A,13.462599,14.003083,11.75211,sdss,train
spec-3215-54861-0434,A,172.13611,45.467678,22.42531,sdss,train
spec-5997-56309-0316,A,199.30822,26.680714,61.02188,sdss,train
spec-2071-53741-0633,A,60.738036,-5.597551,31.70168,sdss,train
spec-3819-55540-0664,A,136.56823,2.3937978,5.760332,sdss,train
spec-3126-54804-0349,A,38.271745,0.99005366,11.56529,sdss,train
spec-2627-54379-0199,A,341.5607,30.733236,11.66497,sdss,train
spec-3335-54922-0131,A,103.1093,15.557269,92.23544,sdss,train
spec-2178-54629-0350,A,241.09593,4.167044,36.36978,sdss,train
spec-0761-54524-0032,A,128.07251,42.077745,7.304205,sdss,train
spec-3426-54977-0330,A,251.27704,22.641009,69.33813,sdss,train
spec-2572-54056-0027,A,128.29165,8.2765805,21.23821,sdss,train
spec-2064-53341-0412,A,24.436879,24.439524,28.42902,sdss,train
spec-3297-54941-0158,A,229.27828,50.977804,25.87368,sdss,train
spec-1155-52559-0199,A,34.553185,-0.084431,7.012503,sdss,train
spec-2535-54632-0188,A,259.28777,-13.793053,50.41745,sdss,train
spec-2708-54561-0171,A,167.16541,-16.525767,30.81729,sdss,train
spec-2337-53740-0429,A,104.23047,66.396622,43.34937,sdss,train
spec-2777-54554-0214,A,222.29969,17.387668,17.13583,sdss,train
spec-2550-54206-0045,A,248.83871,62.027496,12.07162,sdss,train
spec-0408-51821-0540,A,40.143246,0.9412224,28.25199,sdss,train
spec-5854-56035-0434,A,188.82323,17.231009,5.136141,sdss,train
spec-1950-53436-0450,A,149.70753,30.430191,15.82986,sdss,train
spec-2630-54327-0339,A,0.291314,-4.018088,19.26339,sdss,train
spec-1910-53321-0252,A,344.11379,-10.305474,47.26439,sdss,train
spec-1016-52759-0076,A,178.77265,54.888722,10.10193,sdss,train
spec-3854-55247-0860,A,210.99069,36.66908,6.130576,sdss,train
spec-3296-54909-0067,A,219.85215,54.38618,25.63313,sdss,train
spec-6000-56102-0706,A,201.92915,28.452285,25.79385,sdss,train
spec-0310-51990-0414,A,225.76116,1.1686753,42.01119,sdss,train
spec-1014-52707-0172,A,173.52651,54.660854,17.38404,sdss,train
spec-1917-53557-0488,A,311.71232,-5.926629,9.804293,sdss,train
spec-1259-52931-0582,A,95.572067,1.4085312,52.27104,sdss,train
spec-2854-54480-0548,A,157.39542,9.359761,35.81107,sdss,train
spec-3226-54857-0187,A,122.22775,18.205185,37.23616,sdss,train
spec-7339-56782-0876,A,214.45677,54.029273,61.93053,sdss,train
spec-5331-55976-0700,A,152.01156,10.883196,8.492186,sdss,train
spec-7456-56727-0036,A,199.18389,-0.073229605,29.76003,sdss,train
spec-3138-54740-0198,A,302.60093,-12.217715,64.72328,sdss,train
spec-2917-54556-0110,A,181.71444,-0.622854,20.57975,sdss,train
spec-2068-53386-0276,A,46.030194,-0.471764,9.193172,sdss,train
spec-4507-55564-0362,A,128.19228,10.822985,25.35526,sdss,train
spec-3311-54943-0204,A,214.98939,34.866256,19.34058,sdss,train
spec-2340-53733-0106,A,48.497512,4.7859,18.60231,sdss,train
spec-2056-53463-0375,A,120.25621,6.9704,37.33328,sdss,train
spec-2620-54339-0535,A,335.79638,40.353223,25.55413,sdss,train
spec-3247-54888-0432,A,178.36449,6.2337294,8.815515,sdss,train
spec-2369-53733-0120,A,145.56782,17.169697,25.25442,sdss,train
spec-3688-55273-0896,A,124.34147,50.084145,27.31967,sdss,train
spec-2797-54616-0245,A,262.13423,7.309255,65.18066,sdss,train
spec-4500-55543-0263,A,129.62542,13.854891,15.6084,sdss,train
spec-0705-52200-0344,A,36.428276,0.57200229,19.15486,sdss,train
spec-3205-54848-0191,A,109.27905,39.820065,60.07851,sdss,train
spec-3314-54970-0486,A,224.71422,0.38543063,38.94171,sdss,train
spec-3387-54951-0016,A,224.23795,22.498832,16.99985,sdss,train
spec-3313-54999-0488,A,215.15184,9.3072789,44.21942,sdss,train
spec-0580-52368-0311,A,163.5301,4.2482284,17.42772,sdss,train
spec-2194-53904-0052,A,266.94821,24.764103,9.762277,sdss,train
spec-0309-51666-0006,A,224.50068,-0.75261215,5.377353,sdss,train
spec-1377-53050-0463,A,206.20219,40.68525,20.86236,sdss,train
spec-4747-55652-0956,A,181.5025,4.8525974,22.72209,sdss,train
spec-2906-54577-0556,A,213.6346,36.903286,76.7342,sdss,train
spec-0853-52374-0134,A,204.00657,3.8592578,46.79228,sdss,train
spec-1685-53463-0517,A,247.88944,30.687657,8.799471,sdss,train
spec-3879-55244-0928,A,231.59827,30.113534,10.71758,sdss,train
spec-3216-54853-0202,A,169.89302,44.837845,15.65904,sdss,train
spec-7031-56449-0140,A,217.41162,52.243312,23.99253,sdss,train
spec-2683-54153-0231,A,112.43973,40.737949,74.78768,sdss,train
spec-3305-54945-0619,A,187.2259,55.208259,19.08227,sdss,train
spec-4702-55618-0800,A,190.05507,42.660395,7.649079,sdss,train
spec-1849-53846-0219,A,235.56523,25.366953,49.37408,sdss,train
spec-4282-55507-0505,A,352.69351,2.6201189,7.726633,sdss,train
spec-6715-56449-0778,A,236.4726,52.499313,9.354505,sdss,train
spec-2926-54625-0466,A,197.61046,0.566165,11.98339,sdss,train
spec-7310-56693-0202,A,127.47915,49.325854,64.34228,sdss,train
spec-1034-52525-0140,A,333.71548,-0.5407417,22.03798,sdss,train
spec-1894-53240-0351,A,354.61716,14.87323,25.50553,sdss,train
spec-2866-54478-0035,A,31.194015,-0.664315,72.86346,sdss,train
spec-3144-54763-0177,A,355.07459,-10.163834,10.12983,sdss,train
spec-1662-52970-0299,A,349.87932,51.648513,43.68613,sdss,train
spec-2935-54652-0050,A,226.99713,31.001594,14.59532,sdss,train
spec-2669-54086-0504,A,71.307705,11.529242,43.03502,sdss,train
spec-2447-54498-0353,A,212.90058,56.525739,49.44433,sdss,train
spec-5956-56104-0482,A,334.28152,27.202875,18.10647,sdss,train
spec-1726-53137-0028,A,239.27535,8.604342,12.28932,sdss,train
spec-2938-54526-0217,A,106.81261,38.663507,80.29985,sdss,train
spec-0557-52253-0484,A,147.59407,57.273939,27.82716,sdss,train
spec-2728-54416-0030,A,114.33254,15.370546,7.162292,sdss,train
spec-1466-53083-0019,A,209.76109,44.049651,28.10818,sdss,train
spec-2045-53350-0472,A,29.593159,0.477277,47.87019,sdss,train
spec-0776-52319-0595,A,175.89517,62.218465,50.43493,sdss,train
spec-1934-53357-0563,A,135.9148,29.012377,10.2023,sdss,train
spec-4315-55503-0361,A,18.040553,1.0376669,16.62014,sdss,train
spec-0777-52320-0186,A,177.2204,61.924789,29.64407,sdss,train
spec-2308-54379-0269,A,331.76645,5.925529,20.38654,sdss,train
spec-0683-52524-0634,A,357.78265,0.48557438,15.34276,sdss,train
spec-2592-54178-0158,A,157.98099,15.595465,28.10748,sdss,train
spec-8870-57779-0110,A,197.25803,37.089605,9.195996,sdss,train
spec-2091-53447-0389,A,164.21473,37.439662,7.102401,sdss,train
spec-3764-55514-0122,A,129.93994,39.317487,12.59797,sdss,train
spec-2398-53768-0211,A,42.945279,33.88082,6.877605,sdss,train
spec-1674-53464-0555,A,220.35869,46.978431,42.89759,sdss,train
spec-3301-54939-0580,A,202.86611,24.861566,18.46942,sdss,train
spec-2406-54084-0221,A,151.8509,25.810613,39.59021,sdss,train
spec-1278-52735-0155,A,190.35151,49.950043,34.44603,sdss,train
spec-3192-54829-0322,A,139.90427,15.792915,18.03077,sdss,train
spec-3319-54915-0490,A,142.70038,10.099461,70.73251,sdss,train
spec-2423-54149-0344,A,124.51295,11.015913,16.93631,sdss,train
spec-2191-54621-0473,A,252.61307,24.109551,12.38085,sdss,train
spec-0371-52078-0262,A,327.16791,-0.16212185,20.54678,sdss,train
spec-3131-54731-0489,A,358.46152,15.18194,59.03787,sdss,train
spec-3307-54970-0381,A,199.51491,0.71325917,9.365504,sdss,train
spec-0776-52319-0274,A,172.26762,61.567398,36.45014,sdss,train
spec-2874-54561-0528,A,170.18254,-11.003094,10.81332,sdss,train
spec-1150-52644-0037,A,119.59708,34.820628,7.042486,sdss,train
spec-2386-54064-0264,A,151.07921,25.506561,33.68847,sdss,train
spec-5402-55927-0850,A,188.29276,8.1810048,7.176991,sdss,train
spec-1793-53883-0313,A,194.31392,9.2651489,32.10976,sdss,train
spec-2045-53350-0551,A,30.652792,-0.019254,41.15955,sdss,train
spec-2401-53768-0216,A,139.05274,29.052937,27.40313,sdss,train
spec-6126-56269-0846,A,356.86518,19.91273,27.68324,sdss,train
spec-1962-53321-0558,A,322.64659,12.128071,30.52156,sdss,train
spec-5135-55862-0974,A,22.219431,20.206203,37.12234,sdss,train
spec-8531-57905-0893,A,247.84788,43.878799,49.62589,sdss,train
spec-3321-54924-0154,A,146.98595,43.885448,63.93703,sdss,train
spec-2321-53711-0306,A,31.785825,6.453643,8.272753,sdss,train
spec-0750-52235-0045,A,0.24969761,14.004452,44.81091,sdss,train
spec-1921-53317-0625,A,119.77139,16.983111,10.36556,sdss,train
spec-2868-54451-0329,A,155.41874,18.67683,40.49868,sdss,train
